,year,label,Category,Attribute,032600,032601,032602,032700,032800,032801,032802,032900,032901,032902,033000,033001,033002,033100,035100,035101,035102,035201,035202,035300,035400
10,2012,ACS5YR,Affordability,100 AMI Monthly Affordable Rent,INACTIVE,6144.323671497584,5151.209677419355,6817.0362903225805,INACTIVE,5877.659574468085,5841.463414634146,INACTIVE,6080.685618729097,8000.700280112044,8522.091722595078,INACTIVE,INACTIVE,9086.134453781513,7700.224550898204,INACTIVE,INACTIVE,5312.5,5746.951219512196,6238.918439716312,6289.936102236422
0,2012,ACS5YR,Affordability,30 AMI Annual Income,INACTIVE,22119.5652173913,18544.354838709678,24541.33064516129,INACTIVE,21159.574468085106,21029.268292682926,INACTIVE,21890.468227424746,28802.52100840336,30679.53020134228,INACTIVE,INACTIVE,32710.084033613446,27720.808383233532,INACTIVE,INACTIVE,19125.0,20689.024390243903,22460.10638297872,22643.769968051118
1,2012,ACS5YR,Affordability,30 AMI Monthly Affordable Rent,INACTIVE,1843.297101449275,1545.3629032258066,2045.1108870967744,INACTIVE,1763.2978723404256,1752.4390243902437,INACTIVE,1824.205685618729,2400.2100840336134,2556.6275167785234,INACTIVE,INACTIVE,2725.840336134454,2310.067365269461,INACTIVE,INACTIVE,1593.75,1724.0853658536587,1871.6755319148933,1886.9808306709265
3,2012,ACS5YR,Affordability,50 AMI Annual Income,INACTIVE,36865.942028985504,30907.25806451613,40902.217741935485,INACTIVE,35265.95744680851,35048.78048780488,INACTIVE,36484.11371237458,48004.20168067227,51132.55033557047,INACTIVE,INACTIVE,54516.80672268908,46201.34730538922,INACTIVE,INACTIVE,31875.0,34481.707317073175,37433.51063829787,37739.61661341853
4,2012,ACS5YR,Affordability,50 AMI Monthly Affordable Rent,INACTIVE,3072.161835748792,2575.6048387096776,3408.5181451612902,INACTIVE,2938.8297872340427,2920.731707317073,INACTIVE,3040.3428093645484,4000.350140056022,4261.045861297539,INACTIVE,INACTIVE,4543.0672268907565,3850.112275449102,INACTIVE,INACTIVE,2656.25,2873.475609756098,3119.459219858156,3144.968051118211
6,2012,ACS5YR,Affordability,80 AMI Annual Income,INACTIVE,58985.50724637681,49451.61290322581,65443.54838709678,INACTIVE,56425.531914893625,56078.04878048781,INACTIVE,58374.58193979933,76806.72268907563,81812.08053691276,INACTIVE,INACTIVE,87226.89075630253,73922.15568862276,INACTIVE,INACTIVE,51000.0,55170.731707317085,59893.617021276594,60383.386581469655
7,2012,ACS5YR,Affordability,80 AMI Monthly Affordable Rent,INACTIVE,4915.458937198067,4120.967741935484,5453.629032258065,INACTIVE,4702.127659574468,4673.170731707317,INACTIVE,4864.548494983278,6400.560224089636,6817.673378076063,INACTIVE,INACTIVE,7268.907563025211,6160.179640718564,INACTIVE,INACTIVE,4250.0,4597.560975609757,4991.134751773049,5031.948881789138
0,2012,ACS5YR,Age,0-2 Years,INACTIVE,0.5107913669064749,0.6594202898550725,0.5942982456140351,INACTIVE,0.6031746031746031,0.5693430656934306,INACTIVE,0.3815789473684211,0.2336769759450171,0.3868852459016393,INACTIVE,INACTIVE,0.4123711340206185,0.4634146341463415,INACTIVE,INACTIVE,0.6156716417910447,0.532871972318339,0.3946188340807174,0.4683544303797468
1,2012,ACS5YR,Age,0-4 Years,INACTIVE,0.0266343825665859,0.0282039711191335,0.0612361150669324,INACTIVE,0.0128331688055281,0.061790335357803,INACTIVE,0.0271138066357474,0.0707125440260092,0.0665703623450102,INACTIVE,INACTIVE,0.0191387559808612,0.035298488976963,INACTIVE,INACTIVE,0.041625174268074,0.0533745037494486,0.0370088719898605,0.0397350993377483
2,2012,ACS5YR,Age,18-34 Years,INACTIVE,0.3513097072419106,0.260153429602888,0.2583309598405013,INACTIVE,0.2761599210266535,0.2006865592817533,INACTIVE,0.1826614341776667,0.1698726632348957,0.2514746599253641,INACTIVE,INACTIVE,0.1880382775119617,0.2250433490215506,INACTIVE,INACTIVE,0.2280422226648078,0.327525363917071,0.2437262357414448,0.221288967856566
3,2012,ACS5YR,Age,3-5 Years,INACTIVE,0.4892086330935252,0.3405797101449275,0.4057017543859649,INACTIVE,0.3968253968253968,0.4306569343065693,INACTIVE,0.618421052631579,0.7663230240549829,0.6131147540983607,INACTIVE,INACTIVE,0.5876288659793815,0.5365853658536586,INACTIVE,INACTIVE,0.3843283582089552,0.4671280276816609,0.6053811659192825,0.5316455696202531
4,2012,ACS5YR,Age,35-59 Years,INACTIVE,0.3414043583535109,0.3526624548736462,0.3416405582455141,INACTIVE,0.3469891411648568,0.3799841563242672,INACTIVE,0.3341063146628612,0.374424275264156,0.3701697363669194,INACTIVE,INACTIVE,0.3703349282296651,0.3936091156799604,INACTIVE,INACTIVE,0.3967337183827922,0.36281429201588,0.3375158428390367,0.3879825553222419
5,2012,ACS5YR,Age,5-17 Years,INACTIVE,0.0788025533788245,0.1229693140794223,0.0804614070065508,INACTIVE,0.104639684106614,0.0889886453657248,INACTIVE,0.1544773457010346,0.1121647250067732,0.107981220657277,INACTIVE,INACTIVE,0.1385167464114832,0.1275699777062174,INACTIVE,INACTIVE,0.1139215295757817,0.0985884428760476,0.1239543726235741,0.1014375706670974
6,2012,ACS5YR,Age,60 and older,INACTIVE,0.2018489984591679,0.2360108303249097,0.2583309598405013,INACTIVE,0.2593780848963475,0.2685503036704515,INACTIVE,0.3016410988226899,0.2728257924681658,0.2038040207054291,INACTIVE,INACTIVE,0.2839712918660287,0.2184790686153083,INACTIVE,INACTIVE,0.2196773551085441,0.1576973974415527,0.2577946768060836,0.2495558068163463
7,2012,ACS5YR,Age,Under 18 Years,INACTIVE,479.0,670.0,995.0,INACTIVE,476.0,571.0,INACTIVE,1018.0,675.0,1414.0,INACTIVE,INACTIVE,659.0,1315.0,INACTIVE,INACTIVE,778.0,689.0,1270.0,874.0
8,2012,ACS5YR,Age,Under 6 Years,INACTIVE,139.0,138.0,456.0,INACTIVE,63.0,274.0,INACTIVE,152.0,291.0,610.0,INACTIVE,INACTIVE,97.0,369.0,INACTIVE,INACTIVE,268.0,289.0,446.0,316.0
9,2012,ACS5YR,Educational Attainment,College Degree or higher,INACTIVE,0.4573222951755638,0.443969465648855,0.5381615598885794,INACTIVE,0.3849886768036234,0.4047297297297297,INACTIVE,0.4387065637065637,0.4573041637261821,0.5723616363011345,INACTIVE,INACTIVE,0.5787841191066998,0.4697392160078727,INACTIVE,INACTIVE,0.3672018952355883,0.4833819241982507,0.3961973278520041,0.3581051716644937
10,2012,ACS5YR,Educational Attainment,"College Degree or higher, alternate",INACTIVE,0.4573222951755638,0.443969465648855,0.5381615598885794,INACTIVE,0.3849886768036234,0.4047297297297297,INACTIVE,0.4387065637065637,0.4573041637261821,0.5723616363011345,INACTIVE,INACTIVE,0.5787841191066998,0.4697392160078727,INACTIVE,INACTIVE,0.3672018952355883,0.4833819241982507,0.3961973278520041,0.3581051716644937
11,2012,ACS5YR,Educational Attainment,High School or Less,INACTIVE,0.2337996003425635,0.286412213740458,0.3229340761374187,INACTIVE,0.3898414752507279,0.3567567567567568,INACTIVE,0.3344594594594595,0.3052223006351446,0.2579924372636645,INACTIVE,INACTIVE,0.2245657568238213,0.3186813186813186,INACTIVE,INACTIVE,0.2963937878389049,0.2440233236151603,0.4075025693730729,0.4213385484571925
12,2012,ACS5YR,Educational Attainment,"High School or Less, alternate",INACTIVE,0.2337996003425635,0.286412213740458,0.3229340761374187,INACTIVE,0.3898414752507279,0.3567567567567568,INACTIVE,0.3344594594594595,0.3052223006351446,0.2579924372636645,INACTIVE,INACTIVE,0.2245657568238213,0.3186813186813186,INACTIVE,INACTIVE,0.2963937878389049,0.2440233236151603,0.4075025693730729,0.4213385484571925
13,2012,ACS5YR,Educational Attainment,Some College/Associate Degree,INACTIVE,0.3088781044818727,0.269618320610687,0.1389043639740018,INACTIVE,0.2251698479456486,0.2385135135135135,INACTIVE,0.2268339768339768,0.2374735356386732,0.1696459264352011,INACTIVE,INACTIVE,0.1966501240694789,0.2115794653108086,INACTIVE,INACTIVE,0.3364043169255067,0.2725947521865889,0.1963001027749229,0.2205562798783137
14,2012,ACS5YR,Educational Attainment,"Some College/Associate Degree, alternate",INACTIVE,0.3088781044818727,0.269618320610687,0.1389043639740018,INACTIVE,0.2251698479456486,0.2385135135135135,INACTIVE,0.2268339768339768,0.2374735356386732,0.1696459264352011,INACTIVE,INACTIVE,0.1966501240694789,0.2115794653108086,INACTIVE,INACTIVE,0.3364043169255067,0.2725947521865889,0.1963001027749229,0.2205562798783137
15,2012,ACS5YR,Employment,"6-17, Living with One Parent",INACTIVE,43.0,242.0,69.0,INACTIVE,185.0,24.0,INACTIVE,315.0,85.0,151.0,INACTIVE,INACTIVE,29.0,176.0,INACTIVE,INACTIVE,122.0,131.0,319.0,155.0
16,2012,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",INACTIVE,0.0,0.1239669421487603,0.0,INACTIVE,0.0,0.375,INACTIVE,0.0285714285714285,0.4823529411764706,0.0,INACTIVE,INACTIVE,0.0,0.4375,INACTIVE,INACTIVE,0.5245901639344263,0.0,0.1943573667711598,0.1354838709677419
17,2012,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force",INACTIVE,1.0,0.8760330578512396,1.0,INACTIVE,1.0,0.625,INACTIVE,0.9714285714285714,0.5176470588235295,1.0,INACTIVE,INACTIVE,1.0,0.5625,INACTIVE,INACTIVE,0.4754098360655737,1.0,0.8056426332288401,0.864516129032258
18,2012,ACS5YR,Employment,"6-17, Living with Two Parents",INACTIVE,297.0,290.0,427.0,INACTIVE,219.0,265.0,INACTIVE,401.0,299.0,635.0,INACTIVE,INACTIVE,505.0,629.0,INACTIVE,INACTIVE,370.0,259.0,484.0,403.0
19,2012,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",INACTIVE,0.0606060606060606,0.1724137931034483,0.2716627634660422,INACTIVE,0.3744292237442922,0.0641509433962264,INACTIVE,0.1770573566084788,0.2675585284280936,0.0976377952755905,INACTIVE,INACTIVE,0.3603960396039604,0.1494435612082671,INACTIVE,INACTIVE,0.1918918918918919,0.0656370656370656,0.2603305785123967,0.086848635235732
20,2012,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,0.0,INACTIVE,0.0448877805486284,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0238473767885532,INACTIVE,INACTIVE,0.0,0.0849420849420849,0.0330578512396694,0.0
21,2012,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force",INACTIVE,0.9393939393939394,0.8275862068965517,0.7283372365339579,INACTIVE,0.6255707762557078,0.9358490566037736,INACTIVE,0.7780548628428927,0.7324414715719063,0.9023622047244094,INACTIVE,INACTIVE,0.6396039603960396,0.8267090620031796,INACTIVE,INACTIVE,0.8081081081081081,0.8494208494208494,0.7066115702479339,0.913151364764268
22,2012,ACS5YR,Employment,Employed Residents,INACTIVE,2644.0,1878.0,4023.0,INACTIVE,2046.0,1884.0,INACTIVE,2550.0,1695.0,4339.0,INACTIVE,INACTIVE,2184.0,4373.0,INACTIVE,INACTIVE,2505.0,2693.0,3644.0,3060.0
23,2012,ACS5YR,Employment,"Employed Residents, alternate",INACTIVE,2644.0,1878.0,4023.0,INACTIVE,2046.0,1884.0,INACTIVE,2550.0,1695.0,4339.0,INACTIVE,INACTIVE,2184.0,4373.0,INACTIVE,INACTIVE,2505.0,2693.0,3644.0,3060.0
24,2012,ACS5YR,Employment,Managerial Professional,INACTIVE,0.4897881996974281,0.580937167199148,0.4414615958240119,INACTIVE,0.4452590420332356,0.517515923566879,INACTIVE,0.4145098039215686,0.4808259587020649,0.4925097948836137,INACTIVE,INACTIVE,0.5645604395604396,0.5259547221587011,INACTIVE,INACTIVE,0.3888223552894211,0.4444857036761975,0.4327661909989023,0.3983660130718954
25,2012,ACS5YR,Employment,"Managerial Professional, alternate",INACTIVE,0.4897881996974281,0.580937167199148,0.4414615958240119,INACTIVE,0.4452590420332356,0.517515923566879,INACTIVE,0.4145098039215686,0.4808259587020649,0.4925097948836137,INACTIVE,INACTIVE,0.5645604395604396,0.5259547221587011,INACTIVE,INACTIVE,0.3888223552894211,0.4444857036761975,0.4327661909989023,0.3983660130718954
26,2012,ACS5YR,Employment,Natural Resources,INACTIVE,0.0639183055975794,0.0378061767838125,0.0604026845637583,INACTIVE,0.0259042033235581,0.0615711252653927,INACTIVE,0.0066666666666666,0.0690265486725663,0.0470154413459322,INACTIVE,INACTIVE,0.0302197802197802,0.0610564829636405,INACTIVE,INACTIVE,0.0574850299401197,0.0378759747493501,0.0743688254665203,0.0826797385620915
27,2012,ACS5YR,Employment,"Natural Resources, alternate",INACTIVE,0.0639183055975794,0.0378061767838125,0.0604026845637583,INACTIVE,0.0259042033235581,0.0615711252653927,INACTIVE,0.0066666666666666,0.0690265486725663,0.0470154413459322,INACTIVE,INACTIVE,0.0302197802197802,0.0610564829636405,INACTIVE,INACTIVE,0.0574850299401197,0.0378759747493501,0.0743688254665203,0.0826797385620915
28,2012,ACS5YR,Employment,Production Transport Materials,INACTIVE,0.0302571860816944,0.0133120340788072,0.0937111608252547,INACTIVE,0.0821114369501466,0.0429936305732484,INACTIVE,0.0898039215686274,0.0613569321533923,0.0288084812168702,INACTIVE,INACTIVE,0.0512820512820512,0.0791218842899611,INACTIVE,INACTIVE,0.0558882235528942,0.071295952469365,0.1042810098792535,0.0431372549019607
29,2012,ACS5YR,Employment,"Production Transport Materials, alternate",INACTIVE,0.0302571860816944,0.0133120340788072,0.0937111608252547,INACTIVE,0.0821114369501466,0.0429936305732484,INACTIVE,0.0898039215686274,0.0613569321533923,0.0288084812168702,INACTIVE,INACTIVE,0.0512820512820512,0.0791218842899611,INACTIVE,INACTIVE,0.0558882235528942,0.071295952469365,0.1042810098792535,0.0431372549019607
30,2012,ACS5YR,Employment,Sales and Office,INACTIVE,0.2530257186081694,0.1405750798722044,0.2602535421327367,INACTIVE,0.2883675464320626,0.1698513800424628,INACTIVE,0.316078431372549,0.2377581120943953,0.2694169163401705,INACTIVE,INACTIVE,0.2518315018315018,0.185913560484793,INACTIVE,INACTIVE,0.2578842315369261,0.2454511696992202,0.2058177826564215,0.2839869281045751
31,2012,ACS5YR,Employment,"Sales and Office, alternate",INACTIVE,0.2530257186081694,0.1405750798722044,0.2602535421327367,INACTIVE,0.2883675464320626,0.1698513800424628,INACTIVE,0.316078431372549,0.2377581120943953,0.2694169163401705,INACTIVE,INACTIVE,0.2518315018315018,0.185913560484793,INACTIVE,INACTIVE,0.2578842315369261,0.2454511696992202,0.2058177826564215,0.2839869281045751
32,2012,ACS5YR,Employment,Services,INACTIVE,0.1630105900151286,0.2273695420660277,0.1441710166542381,INACTIVE,0.158357771260997,0.208067940552017,INACTIVE,0.1729411764705882,0.1510324483775811,0.1622493662134132,INACTIVE,INACTIVE,0.1021062271062271,0.1479533501029042,INACTIVE,INACTIVE,0.2399201596806387,0.200891199405867,0.1827661909989023,0.1918300653594771
33,2012,ACS5YR,Employment,"Services, alternate",INACTIVE,0.1630105900151286,0.2273695420660277,0.1441710166542381,INACTIVE,0.158357771260997,0.208067940552017,INACTIVE,0.1729411764705882,0.1510324483775811,0.1622493662134132,INACTIVE,INACTIVE,0.1021062271062271,0.1479533501029042,INACTIVE,INACTIVE,0.2399201596806387,0.200891199405867,0.1827661909989023,0.1918300653594771
34,2012,ACS5YR,Employment,"Under 6 Years, Living with One Parent",INACTIVE,0.0,0.0,55.0,INACTIVE,0.0,0.0,INACTIVE,17.0,7.0,0.0,INACTIVE,INACTIVE,17.0,13.0,INACTIVE,INACTIVE,77.0,45.0,58.0,115.0
35,2012,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",INACTIVE,,,0.0,INACTIVE,,,INACTIVE,0.0,0.0,,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,INACTIVE,0.3246753246753247,0.2444444444444444,0.1206896551724138,0.4521739130434782
36,2012,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",INACTIVE,,,1.0,INACTIVE,,,INACTIVE,1.0,1.0,,INACTIVE,INACTIVE,1.0,1.0,INACTIVE,INACTIVE,0.6753246753246753,0.7555555555555555,0.8793103448275862,0.5478260869565217
37,2012,ACS5YR,Employment,"Under 6 Years, Living with Two Parents",INACTIVE,139.0,138.0,401.0,INACTIVE,63.0,274.0,INACTIVE,135.0,276.0,610.0,INACTIVE,INACTIVE,72.0,348.0,INACTIVE,INACTIVE,191.0,234.0,388.0,201.0
38,2012,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",INACTIVE,0.5611510791366906,0.4855072463768116,0.1371571072319202,INACTIVE,0.1746031746031746,0.0948905109489051,INACTIVE,0.0,0.072463768115942,0.4573770491803278,INACTIVE,INACTIVE,0.5972222222222222,0.1695402298850574,INACTIVE,INACTIVE,0.2931937172774869,0.2051282051282051,0.1597938144329896,0.1940298507462686
39,2012,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",INACTIVE,0.0,0.2681159420289855,0.0,INACTIVE,0.0,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0948275862068965,INACTIVE,INACTIVE,0.0,0.2008547008547008,0.0412371134020618,0.0
40,2012,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",INACTIVE,0.4388489208633093,0.2463768115942029,0.8628428927680798,INACTIVE,0.8253968253968254,0.9051094890510948,INACTIVE,1.0,0.927536231884058,0.5426229508196722,INACTIVE,INACTIVE,0.4027777777777778,0.735632183908046,INACTIVE,INACTIVE,0.7068062827225131,0.594017094017094,0.7989690721649485,0.8059701492537313
41,2012,ACS5YR,Employment,Unemployment Rate,INACTIVE,0.0693417810630059,0.1506105834464043,0.0308359431462298,INACTIVE,0.0820995962314939,0.0700888450148075,INACTIVE,0.0673006583760058,0.1213063763608087,0.0982959268495428,INACTIVE,INACTIVE,0.0504347826086956,0.0380554333479982,INACTIVE,INACTIVE,0.1265690376569037,0.0468970380818053,0.1217160761629308,0.0895566795596548
42,2012,ACS5YR,Employment,"Unemployment Rate, alternate",INACTIVE,0.0693417810630059,0.1506105834464043,0.0308359431462298,INACTIVE,0.0820995962314939,0.0700888450148075,INACTIVE,0.0673006583760058,0.1213063763608087,0.0982959268495428,INACTIVE,INACTIVE,0.0504347826086956,0.0380554333479982,INACTIVE,INACTIVE,0.1265690376569037,0.0468970380818053,0.1217160761629308,0.0895566795596548
43,2012,ACS5YR,Employment,Worked in place of residence,INACTIVE,0.7474549725920125,0.7705005324813632,0.7306153076538269,INACTIVE,0.7599153886832364,0.6831364124597207,INACTIVE,0.6815642458100558,0.6446637877853177,0.739110394100023,INACTIVE,INACTIVE,0.7061880018894662,0.7705156136528686,INACTIVE,INACTIVE,0.7974101921470342,0.7943425076452599,0.7120872971460548,0.7549342105263158
44,2012,ACS5YR,Employment,Worked outside place of residence,INACTIVE,0.2525450274079874,0.2294994675186368,0.269384692346173,INACTIVE,0.2400846113167636,0.3168635875402792,INACTIVE,0.3184357541899441,0.3553362122146823,0.2608896058999769,INACTIVE,INACTIVE,0.2938119981105337,0.2294843863471314,INACTIVE,INACTIVE,0.2025898078529657,0.20565749235474,0.2879127028539451,0.2450657894736842
45,2012,ACS5YR,Households,Average Family Household Size,INACTIVE,3.187378640776699,3.3564453125,3.276086956521739,INACTIVE,3.227650727650728,3.3874862788144897,INACTIVE,3.396699669966997,3.651672433679354,3.494805904866047,INACTIVE,INACTIVE,3.459357277882798,3.70139697322468,INACTIVE,INACTIVE,3.3798076923076925,3.135029354207437,3.801612903225807,3.3807968647942523
46,2012,ACS5YR,Households,Average Household Size,INACTIVE,2.653419053185272,2.7686002522068094,2.8469346325619163,INACTIVE,2.983257229832572,2.776392961876833,INACTIVE,3.123670956911024,2.8094512195121952,3.0462962962962963,INACTIVE,INACTIVE,2.886805555555556,2.873168988924616,INACTIVE,INACTIVE,2.7564881281060187,2.601269474899019,3.2275154004106774,2.780125899280576
47,2012,ACS5YR,Households,Family Households,INACTIVE,0.6019871420222093,0.6456494325346784,0.7470564352415753,INACTIVE,0.7321156773211568,0.6678885630498533,INACTIVE,0.8477895914941243,0.6608231707317073,0.6774074074074075,INACTIVE,INACTIVE,0.7347222222222223,0.6137906395141122,INACTIVE,INACTIVE,0.6891220320265047,0.5897287939988459,0.7638603696098563,0.6883992805755396
48,2012,ACS5YR,Households,Households,INACTIVE,1711.0,1586.0,2463.0,INACTIVE,1314.0,1364.0,INACTIVE,1787.0,1312.0,2700.0,INACTIVE,INACTIVE,1440.0,2799.0,INACTIVE,INACTIVE,1811.0,1733.0,2435.0,2224.0
49,2012,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",INACTIVE,0.3436586791350087,0.4974779319041614,0.4368656110434429,INACTIVE,0.4482496194824962,0.5285923753665689,INACTIVE,0.5635142697257974,0.5548780487804879,0.4025925925925926,INACTIVE,INACTIVE,0.5451388888888888,0.405144694533762,INACTIVE,INACTIVE,0.4008834897846494,0.2694748990190421,0.5400410677618069,0.4334532374100719
50,2012,ACS5YR,Households,"Households with Children, % of Total",INACTIVE,0.1601402688486265,0.2635561160151324,0.2768980917580186,INACTIVE,0.2199391171993911,0.2426686217008797,INACTIVE,0.3642977056519306,0.3086890243902439,0.3207407407407407,INACTIVE,INACTIVE,0.2493055555555555,0.2522329403358342,INACTIVE,INACTIVE,0.2777471010491441,0.2602423542989036,0.2944558521560575,0.2189748201438849
51,2012,ACS5YR,Households,Living in Group Quarters,INACTIVE,247.0,275.0,259.0,INACTIVE,125.0,202.0,INACTIVE,79.0,150.0,328.0,INACTIVE,INACTIVE,126.0,586.0,INACTIVE,INACTIVE,267.0,307.0,208.0,408.0
52,2012,ACS5YR,Households,Non-Family Households,INACTIVE,0.3980128579777908,0.3543505674653215,0.2529435647584246,INACTIVE,0.2678843226788432,0.3321114369501466,INACTIVE,0.1522104085058757,0.3391768292682927,0.3225925925925926,INACTIVE,INACTIVE,0.2652777777777778,0.3862093604858878,INACTIVE,INACTIVE,0.3108779679734953,0.4102712060011541,0.2361396303901437,0.3116007194244604
53,2012,ACS5YR,Households,"Single Person Households, % of Total",INACTIVE,0.2571595558153127,0.2723833543505675,0.1555014210312627,INACTIVE,0.1537290715372907,0.2478005865102639,INACTIVE,0.0951315053161723,0.3178353658536585,0.1785185185185185,INACTIVE,INACTIVE,0.2173611111111111,0.2440157198999642,INACTIVE,INACTIVE,0.2280508006626173,0.2111944604731679,0.1753593429158111,0.2625899280575539
54,2012,ACS5YR,Housing,Median Year Moved In Owner,INACTIVE,1990.8203125,1983.4375,1995.511221945137,INACTIVE,1991.898148148148,1992.6824034334763,INACTIVE,1993.074074074074,1993.6996336996335,1994.3181818181815,INACTIVE,INACTIVE,1992.3705722070845,1995.6803797468356,INACTIVE,INACTIVE,1996.3265306122448,1994.102564102564,1992.960829493088,1991.2209302325584
55,2012,ACS5YR,Housing,Median Year Moved In Renter,INACTIVE,2004.5192307692307,2003.3473154362416,2004.9400684931504,INACTIVE,2003.7913486005089,2002.5467289719627,INACTIVE,2004.8245614035088,2003.380281690141,2004.7409733124016,INACTIVE,INACTIVE,2003.6774193548388,2004.0514905149053,INACTIVE,INACTIVE,2005.9505208333333,2004.6734693877552,2004.0308370044052,2000.829383886256
56,2012,ACS5YR,Housing,Median Year Structure Built,INACTIVE,1941.7215189873416,1939.0,1939.0,INACTIVE,1942.420091324201,1943.1297709923665,INACTIVE,1943.9936608557844,1944.7209567198177,1939.0,INACTIVE,INACTIVE,1951.9520958083835,1944.4835262689223,INACTIVE,INACTIVE,1948.2027027027027,1949.950980392157,1947.2,1947.061762034514
57,2012,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing",INACTIVE,0.0323159784560143,0.0329171396140749,0.0469644902634593,INACTIVE,0.0825958702064896,0.0948081264108352,INACTIVE,0.0,0.0497076023391812,0.0425138632162661,INACTIVE,INACTIVE,0.0333333333333333,0.0625,INACTIVE,INACTIVE,0.0562770562770562,0.0352831940575673,0.1025641025641025,0.0575620767494356
58,2012,ACS5YR,Housing,Owner Occupied,INACTIVE,0.3489187609585038,0.444514501891551,0.6455542021924482,INACTIVE,0.4840182648401826,0.6752199413489736,INACTIVE,0.7185226636821489,0.739329268292683,0.5992592592592593,INACTIVE,INACTIVE,0.8333333333333334,0.548410146480886,INACTIVE,INACTIVE,0.6173384870237438,0.378534333525678,0.7117043121149897,0.6016187050359713
59,2012,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,INACTIVE,780.0,645.0,742.0,INACTIVE,555.0,383.0,INACTIVE,403.0,321.0,1009.0,INACTIVE,INACTIVE,240.0,1019.0,INACTIVE,INACTIVE,675.0,899.0,652.0,808.0
60,2012,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,INACTIVE,334.0,194.0,131.0,INACTIVE,123.0,44.0,INACTIVE,100.0,21.0,73.0,INACTIVE,INACTIVE,0.0,230.0,INACTIVE,INACTIVE,9.0,161.0,50.0,78.0
61,2012,ACS5YR,Housing,Renter Occupied,INACTIVE,0.6510812390414962,0.5554854981084489,0.3544457978075517,INACTIVE,0.5159817351598174,0.3247800586510264,INACTIVE,0.2814773363178511,0.2606707317073171,0.4007407407407407,INACTIVE,INACTIVE,0.1666666666666666,0.4515898535191139,INACTIVE,INACTIVE,0.3826615129762562,0.621465666474322,0.2882956878850102,0.3983812949640288
62,2012,ACS5YR,Housing,Total Number of Units,INACTIVE,1826.0,1767.0,2504.0,INACTIVE,1470.0,1478.0,INACTIVE,1808.0,1379.0,2834.0,INACTIVE,INACTIVE,1522.0,2889.0,INACTIVE,INACTIVE,1980.0,1883.0,2568.0,2419.0
63,2012,ACS5YR,Housing,Total Vacant Units,INACTIVE,115.0,181.0,41.0,INACTIVE,156.0,114.0,INACTIVE,21.0,67.0,134.0,INACTIVE,INACTIVE,82.0,90.0,INACTIVE,INACTIVE,169.0,150.0,133.0,195.0
64,2012,ACS5YR,Housing,Vacancy Rate,INACTIVE,0.0629791894852135,0.1024335031126202,0.0163738019169329,INACTIVE,0.1061224489795918,0.0771312584573748,INACTIVE,0.0116150442477876,0.0485859318346627,0.0472829922371206,INACTIVE,INACTIVE,0.0538764783180026,0.0311526479750778,INACTIVE,INACTIVE,0.0853535353535353,0.079660116834838,0.0517912772585669,0.0806118230673832
65,2012,ACS5YR,Housing Prices,Contract Rent 100 to 149,INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,16.0
66,2012,ACS5YR,Housing Prices,Contract Rent 1000 to 1249,INACTIVE,191.0,212.0,259.0,INACTIVE,137.0,16.0,INACTIVE,0.0,17.0,0.0,INACTIVE,INACTIVE,11.0,142.0,INACTIVE,INACTIVE,71.0,198.0,97.0,121.0
67,2012,ACS5YR,Housing Prices,Contract Rent 1250 to 1499,INACTIVE,321.0,91.0,143.0,INACTIVE,87.0,65.0,INACTIVE,60.0,55.0,172.0,INACTIVE,INACTIVE,12.0,184.0,INACTIVE,INACTIVE,190.0,277.0,59.0,89.0
68,2012,ACS5YR,Housing Prices,Contract Rent 150 to 199,INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,10.0
