,year,label,Category,Attribute,015100,015200,015201,015202,015300,015500,015800,015801,015802,015900,016000,016100,016101,016102,016200,016300,016400,016800,016801,016802
228,2000,DEC_SF3,Vehicles Available,Households with no Vehicle,0.3378545006165228,0.3375156838143036,INACTIVE,INACTIVE,0.2042328042328042,0.5334288443170965,0.3185923388352538,INACTIVE,INACTIVE,0.3508287292817679,0.3884588318085855,0.5009304056568664,INACTIVE,INACTIVE,0.4626456477039067,0.3483201581027668,0.3042998897464167,0.423606762680025,INACTIVE,INACTIVE
229,2000,DEC_SF3,Vehicles Available,Percent of No Vehicle Homeowning Households,0.2217090069284064,0.161987041036717,INACTIVE,INACTIVE,0.1146496815286624,0.4285714285714285,0.0335097001763668,INACTIVE,INACTIVE,0.2194092827004219,0.2120343839541547,0.1935483870967742,INACTIVE,INACTIVE,0.0606060606060606,0.0932835820895522,0.1347826086956521,0.1674528301886792,INACTIVE,INACTIVE
230,2000,DEC_SF3,Vehicles Available,Percent of No Vehicle Renting Households,0.3801513877207738,0.3796680497925311,INACTIVE,INACTIVE,0.2488114104595879,0.5500830105146652,0.3797276853252647,INACTIVE,INACTIVE,0.3875147232037691,0.4458955223880597,0.5237904838064774,INACTIVE,INACTIVE,0.4919117647058823,0.3872437357630979,0.3289141414141414,0.4628158844765343,INACTIVE,INACTIVE
231,2000,DEC_SF3,Vehicles Available,Vehicles Available,1207.0,2218.0,INACTIVE,INACTIVE,1082.0,1148.0,2928.0,INACTIVE,INACTIVE,1768.0,1024.0,1753.0,INACTIVE,INACTIVE,908.0,1811.0,1758.0,2502.0,INACTIVE,INACTIVE
232,2000,DEC_SF3,Vehicles Available,Vehicles Homeowners,0.3214581607290803,0.2366997294860234,INACTIVE,INACTIVE,0.3789279112754159,0.1594076655052264,0.2530737704918033,INACTIVE,INACTIVE,0.254524886877828,0.3125,0.1329150028522532,INACTIVE,INACTIVE,0.1376651982378854,0.1993373826615129,0.1649601820250284,0.17585931254996,INACTIVE,INACTIVE
233,2000,DEC_SF3,Vehicles Available,Vehicles Per Capita,0.5136170212765957,0.5750583354939072,INACTIVE,INACTIVE,0.507029053420806,0.3168644769528015,0.4261388444185708,INACTIVE,INACTIVE,0.4244897959183673,0.5163893091275845,0.3334601483735971,INACTIVE,INACTIVE,0.3567779960707269,0.4005750940057509,0.4637298865734635,0.4100967054581216,INACTIVE,INACTIVE
234,2000,DEC_SF3,Vehicles Available,Vehicles Renters,0.6785418392709196,0.7633002705139765,INACTIVE,INACTIVE,0.6210720887245841,0.8405923344947736,0.7469262295081968,INACTIVE,INACTIVE,0.745475113122172,0.6875,0.8670849971477467,INACTIVE,INACTIVE,0.8623348017621145,0.800662617338487,0.8350398179749715,0.82414068745004,INACTIVE,INACTIVE
11,2010,ACS5YR,Affordability,# Units at or below 100 AMI Monthly Affordable Rent,1071,1784,INACTIVE,INACTIVE,641,1987,INACTIVE,1192,1234,1612,1118,1923,INACTIVE,INACTIVE,1279,1497,1473,INACTIVE,1290,1347
2,2010,ACS5YR,Affordability,# Units at or below 30 AMI Monthly Affordable Rent,727,782,INACTIVE,INACTIVE,433,767,INACTIVE,501,583,413,748,1095,INACTIVE,INACTIVE,749,1039,711,INACTIVE,720,662
5,2010,ACS5YR,Affordability,# Units at or below 50 AMI Monthly Affordable Rent,1071,1360,INACTIVE,INACTIVE,641,1474,INACTIVE,818,1229,893,1068,1326,INACTIVE,INACTIVE,1145,1497,1437,INACTIVE,1276,1169
8,2010,ACS5YR,Affordability,# Units at or below 80 AMI Monthly Affordable Rent,1071,1784,INACTIVE,INACTIVE,641,1987,INACTIVE,1192,1234,1599,1118,1765,INACTIVE,INACTIVE,1279,1497,1473,INACTIVE,1290,1347
9,2010,ACS5YR,Affordability,100 AMI Annual Income,83199.35691318328,58728.0701754386,INACTIVE,INACTIVE,82432.43243243243,48489.583333333336,INACTIVE,46733.333333333336,67592.5925925926,39527.02702702703,64662.16216216216,20600.77519379845,INACTIVE,INACTIVE,53816.79389312977,68693.18181818182,69810.26785714286,INACTIVE,70740.0,54375.0
10,2010,ACS5YR,Affordability,100 AMI Monthly Affordable Rent,6933.279742765273,4894.005847953217,INACTIVE,INACTIVE,6869.3693693693685,4040.7986111111113,INACTIVE,3894.444444444445,5632.716049382717,3293.9189189189187,5388.513513513513,1716.7312661498709,INACTIVE,INACTIVE,4484.73282442748,5724.431818181819,5817.522321428572,INACTIVE,5895.0,4531.25
0,2010,ACS5YR,Affordability,30 AMI Annual Income,24959.807073954984,17618.42105263158,INACTIVE,INACTIVE,24729.729729729726,14546.875,INACTIVE,14020.0,20277.777777777777,11858.108108108108,19398.648648648646,6180.232558139535,INACTIVE,INACTIVE,16145.03816793893,20607.954545454548,20943.080357142855,INACTIVE,21222.0,16312.5
1,2010,ACS5YR,Affordability,30 AMI Monthly Affordable Rent,2079.983922829582,1468.201754385965,INACTIVE,INACTIVE,2060.8108108108104,1212.2395833333333,INACTIVE,1168.3333333333333,1689.8148148148148,988.1756756756757,1616.554054054054,515.0193798449612,INACTIVE,INACTIVE,1345.4198473282443,1717.3295454545457,1745.2566964285713,INACTIVE,1768.5,1359.375
3,2010,ACS5YR,Affordability,50 AMI Annual Income,41599.67845659164,29364.0350877193,INACTIVE,INACTIVE,41216.21621621621,24244.791666666668,INACTIVE,23366.666666666668,33796.2962962963,19763.513513513513,32331.08108108108,10300.387596899225,INACTIVE,INACTIVE,26908.396946564884,34346.59090909091,34905.13392857143,INACTIVE,35370.0,27187.5
4,2010,ACS5YR,Affordability,50 AMI Monthly Affordable Rent,3466.6398713826366,2447.0029239766086,INACTIVE,INACTIVE,3434.6846846846843,2020.3993055555557,INACTIVE,1947.2222222222224,2816.3580246913584,1646.9594594594594,2694.2567567567567,858.3656330749354,INACTIVE,INACTIVE,2242.36641221374,2862.2159090909095,2908.761160714286,INACTIVE,2947.5,2265.625
6,2010,ACS5YR,Affordability,80 AMI Annual Income,66559.48553054662,46982.456140350885,INACTIVE,INACTIVE,65945.94594594595,38791.66666666667,INACTIVE,37386.66666666667,54074.07407407408,31621.621621621623,51729.729729729734,16480.62015503876,INACTIVE,INACTIVE,43053.435114503816,54954.54545454546,55848.21428571429,INACTIVE,56592.0,43500.0
7,2010,ACS5YR,Affordability,80 AMI Monthly Affordable Rent,5546.623794212218,3915.2046783625738,INACTIVE,INACTIVE,5495.495495495496,3232.638888888889,INACTIVE,3115.555555555556,4506.172839506174,2635.1351351351354,4310.810810810811,1373.3850129198966,INACTIVE,INACTIVE,3587.7862595419847,4579.545454545455,4654.017857142858,INACTIVE,4716.0,3625.0
0,2010,ACS5YR,Age,0-2 Years,1.0,0.6153846153846154,INACTIVE,INACTIVE,0.3896103896103896,0.3233830845771144,INACTIVE,0.5454545454545454,0.9942196531791908,0.782608695652174,0.1363636363636363,0.4785714285714286,INACTIVE,INACTIVE,0.3243243243243243,0.32,0.5034013605442177,INACTIVE,0.5576923076923077,1.0
1,2010,ACS5YR,Age,0-4 Years,0.006514657980456,0.0238095238095238,INACTIVE,INACTIVE,0.0365448504983388,0.04889321333009,INACTIVE,0.0271019402525408,0.0624774286746117,0.0166908563134978,0.0097560975609756,0.0500317998728005,INACTIVE,INACTIVE,0.0084070796460176,0.0140018066847335,0.0326886406973576,INACTIVE,0.0419558359621451,0.0071119356833642
2,2010,ACS5YR,Age,18-34 Years,0.2517449976733364,0.3470899470899471,INACTIVE,INACTIVE,0.4081632653061224,0.3045487715884213,INACTIVE,0.4009855251000924,0.3593355001805706,0.3633284954039671,0.3560975609756097,0.2300190799236803,INACTIVE,INACTIVE,0.4539823008849557,0.4555103884372177,0.4595478071370198,INACTIVE,0.422397476340694,0.3543599257884972
3,2010,ACS5YR,Age,3-5 Years,0.0,0.3846153846153846,INACTIVE,INACTIVE,0.6103896103896104,0.6766169154228856,INACTIVE,0.4545454545454545,0.0057803468208092,0.217391304347826,0.8636363636363636,0.5214285714285715,INACTIVE,INACTIVE,0.6756756756756757,0.68,0.4965986394557823,INACTIVE,0.4423076923076923,0.0
4,2010,ACS5YR,Age,35-59 Years,0.3341088878548162,0.3259259259259259,INACTIVE,INACTIVE,0.3792121499762695,0.2347360739479445,INACTIVE,0.3618724976901755,0.4210906464427591,0.2832607643928398,0.329490022172949,0.2794148823404706,INACTIVE,INACTIVE,0.3707964601769911,0.3814363143631436,0.3385998365567965,INACTIVE,0.3656151419558359,0.4799010513296227
5,2010,ACS5YR,Age,5-17 Years,0.0358306188925081,0.0431216931216931,INACTIVE,INACTIVE,0.0408163265306122,0.021405983945512,INACTIVE,0.0788420080073914,0.0296135789093535,0.0764392839864538,0.0288248337028824,0.095187619249523,INACTIVE,INACTIVE,0.0424778761061946,0.0413279132791327,0.0506673930809043,INACTIVE,0.0378548895899053,0.0460729746444032
6,2010,ACS5YR,Age,60 and older,0.3718008375988832,0.26005291005291,INACTIVE,INACTIVE,0.1352634076886568,0.3904159571880321,INACTIVE,0.1311980289497998,0.1274828457927049,0.2602805999032414,0.2758314855875831,0.3453466186135255,INACTIVE,INACTIVE,0.1243362831858407,0.1077235772357723,0.1184963225279215,INACTIVE,0.1321766561514195,0.1125541125541125
7,2010,ACS5YR,Age,Under 18 Years,91.0,253.0,INACTIVE,INACTIVE,163.0,289.0,INACTIVE,344.0,255.0,385.0,87.0,685.0,INACTIVE,INACTIVE,115.0,245.0,306.0,INACTIVE,253.0,147.0
8,2010,ACS5YR,Age,Under 6 Years,14.0,104.0,INACTIVE,INACTIVE,77.0,201.0,INACTIVE,88.0,173.0,69.0,22.0,280.0,INACTIVE,INACTIVE,37.0,75.0,147.0,INACTIVE,156.0,23.0
9,2010,ACS5YR,Educational Attainment,College Degree or higher,0.6686868686868687,0.6911901081916538,INACTIVE,INACTIVE,0.6766917293233082,0.4840999432140829,INACTIVE,0.581033812670035,0.6013986013986014,0.5440129449838188,0.5587480759363777,0.3742071881606765,INACTIVE,INACTIVE,0.6370558375634517,0.6000564493367203,0.6237686685732443,INACTIVE,0.6010865347303066,0.5432238580596451
10,2010,ACS5YR,Educational Attainment,High School or Less,0.1191919191919192,0.1542503863987635,INACTIVE,INACTIVE,0.1296992481203007,0.3563316297558205,INACTIVE,0.1721725612125923,0.1140734265734265,0.2362459546925566,0.1826577732170343,0.4075052854122621,INACTIVE,INACTIVE,0.1192893401015228,0.187694044594976,0.1585637114712424,INACTIVE,0.1513387660069848,0.2336730841827104
11,2010,ACS5YR,Educational Attainment,Some College/Associate Degree,0.2121212121212121,0.1545595054095827,INACTIVE,INACTIVE,0.1936090225563909,0.1595684270300965,INACTIVE,0.2467936261173727,0.284527972027972,0.2197411003236246,0.258594150846588,0.2182875264270613,INACTIVE,INACTIVE,0.2436548223350254,0.2122495060683037,0.2176676199555131,INACTIVE,0.2475746992627086,0.2231030577576443
12,2010,ACS5YR,Employment,"6-17, Living with One Parent",8.0,43.0,INACTIVE,INACTIVE,29.0,53.0,INACTIVE,102.0,42.0,89.0,20.0,203.0,INACTIVE,INACTIVE,44.0,27.0,66.0,INACTIVE,0.0,124.0
13,2010,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",0.0,0.3488372093023256,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,0.7745098039215687,0.0,0.1910112359550561,0.0,0.3004926108374384,INACTIVE,INACTIVE,0.0,1.0,0.0,INACTIVE,,0.0
14,2010,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force",1.0,0.6511627906976745,INACTIVE,INACTIVE,1.0,1.0,INACTIVE,0.2254901960784313,1.0,0.8089887640449438,1.0,0.6995073891625616,INACTIVE,INACTIVE,1.0,0.0,1.0,INACTIVE,,1.0
15,2010,ACS5YR,Employment,"6-17, Living with Two Parents",43.0,87.0,INACTIVE,INACTIVE,50.0,17.0,INACTIVE,116.0,29.0,175.0,37.0,175.0,INACTIVE,INACTIVE,34.0,143.0,83.0,INACTIVE,97.0,0.0
16,2010,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",0.3023255813953488,0.1839080459770115,INACTIVE,INACTIVE,0.44,1.0,INACTIVE,0.4224137931034483,0.0,0.5485714285714286,1.0,0.2057142857142857,INACTIVE,INACTIVE,0.9117647058823528,0.916083916083916,0.0,INACTIVE,0.2371134020618556,
17,2010,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,0.0,0.0,0.0,0.0,0.4914285714285714,INACTIVE,INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,
18,2010,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force",0.6976744186046512,0.8160919540229885,INACTIVE,INACTIVE,0.56,0.0,INACTIVE,0.5775862068965517,1.0,0.4514285714285714,0.0,0.3028571428571429,INACTIVE,INACTIVE,0.088235294117647,0.0839160839160839,1.0,INACTIVE,0.7628865979381443,
19,2010,ACS5YR,Employment,Employed Residents,1199.0,2464.0,INACTIVE,INACTIVE,1437.0,1495.0,INACTIVE,2047.0,1808.0,2066.0,1476.0,1642.0,INACTIVE,INACTIVE,1555.0,2713.0,2519.0,INACTIVE,2307.0,2183.0
20,2010,ACS5YR,Employment,"Employed Residents, alternate",1199.0,2464.0,INACTIVE,INACTIVE,1437.0,1495.0,INACTIVE,2047.0,1808.0,2066.0,1476.0,1642.0,INACTIVE,INACTIVE,1555.0,2713.0,2519.0,INACTIVE,2307.0,2183.0
21,2010,ACS5YR,Employment,Managerial Professional,0.5679733110925771,0.5969967532467533,INACTIVE,INACTIVE,0.5915100904662491,0.5498327759197325,INACTIVE,0.4323400097703957,0.5691371681415929,0.4317521781219748,0.6280487804878049,0.4287454323995128,INACTIVE,INACTIVE,0.5607717041800643,0.5536306671581276,0.6312028582770941,INACTIVE,0.6597312527091461,0.5666513971598718
22,2010,ACS5YR,Employment,"Managerial Professional, alternate",0.5679733110925771,0.5969967532467533,INACTIVE,INACTIVE,0.5915100904662491,0.5498327759197325,INACTIVE,0.4323400097703957,0.5691371681415929,0.4317521781219748,0.6280487804878049,0.4287454323995128,INACTIVE,INACTIVE,0.5607717041800643,0.5536306671581276,0.6312028582770941,INACTIVE,0.6597312527091461,0.5666513971598718
23,2010,ACS5YR,Employment,Natural Resources,0.0200166805671392,0.0450487012987012,INACTIVE,INACTIVE,0.0521920668058455,0.0795986622073578,INACTIVE,0.0591108939912066,0.0,0.010164569215876,0.043360433604336,0.0231425091352009,INACTIVE,INACTIVE,0.0115755627009646,0.0129008477699963,0.0432711393410083,INACTIVE,0.0303424360641525,0.0151168117269812
24,2010,ACS5YR,Employment,"Natural Resources, alternate",0.0200166805671392,0.0450487012987012,INACTIVE,INACTIVE,0.0521920668058455,0.0795986622073578,INACTIVE,0.0591108939912066,0.0,0.010164569215876,0.043360433604336,0.0231425091352009,INACTIVE,INACTIVE,0.0115755627009646,0.0129008477699963,0.0432711393410083,INACTIVE,0.0303424360641525,0.0151168117269812
25,2010,ACS5YR,Employment,Production Transport Materials,0.0425354462051709,0.0073051948051948,INACTIVE,INACTIVE,0.0278357689631176,0.0494983277591973,INACTIVE,0.0478749389350268,0.0868362831858407,0.1074540174249758,0.021680216802168,0.0243605359317904,INACTIVE,INACTIVE,0.0045016077170418,0.0796166605234058,0.0258038904327113,INACTIVE,0.0203727785002167,0.0448923499770957
26,2010,ACS5YR,Employment,"Production Transport Materials, alternate",0.0425354462051709,0.0073051948051948,INACTIVE,INACTIVE,0.0278357689631176,0.0494983277591973,INACTIVE,0.0478749389350268,0.0868362831858407,0.1074540174249758,0.021680216802168,0.0243605359317904,INACTIVE,INACTIVE,0.0045016077170418,0.0796166605234058,0.0258038904327113,INACTIVE,0.0203727785002167,0.0448923499770957
27,2010,ACS5YR,Employment,Sales and Office,0.2118432026688907,0.2780032467532468,INACTIVE,INACTIVE,0.2268615170494085,0.1725752508361204,INACTIVE,0.3102100635075721,0.2168141592920354,0.2652468538238141,0.2296747967479674,0.2740560292326431,INACTIVE,INACTIVE,0.1813504823151125,0.1957242904533726,0.204049225883287,INACTIVE,0.1634156913740788,0.1461291800274851
28,2010,ACS5YR,Employment,"Sales and Office, alternate",0.2118432026688907,0.2780032467532468,INACTIVE,INACTIVE,0.2268615170494085,0.1725752508361204,INACTIVE,0.3102100635075721,0.2168141592920354,0.2652468538238141,0.2296747967479674,0.2740560292326431,INACTIVE,INACTIVE,0.1813504823151125,0.1957242904533726,0.204049225883287,INACTIVE,0.1634156913740788,0.1461291800274851
29,2010,ACS5YR,Employment,Services,0.1576313594662218,0.0726461038961039,INACTIVE,INACTIVE,0.1016005567153792,0.1484949832775919,INACTIVE,0.1504640937957987,0.1272123893805309,0.1853823814133591,0.0772357723577235,0.2496954933008526,INACTIVE,INACTIVE,0.2418006430868167,0.1581275340950976,0.0956728860658991,INACTIVE,0.1261378413524057,0.2272102611085661
30,2010,ACS5YR,Employment,"Services, alternate",0.1576313594662218,0.0726461038961039,INACTIVE,INACTIVE,0.1016005567153792,0.1484949832775919,INACTIVE,0.1504640937957987,0.1272123893805309,0.1853823814133591,0.0772357723577235,0.2496954933008526,INACTIVE,INACTIVE,0.2418006430868167,0.1581275340950976,0.0956728860658991,INACTIVE,0.1261378413524057,0.2272102611085661
31,2010,ACS5YR,Employment,"Under 6 Years, Living with One Parent",0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,48.0,0.0,0.0,19.0,49.0,INACTIVE,INACTIVE,21.0,24.0,46.0,INACTIVE,55.0,23.0
32,2010,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",,,INACTIVE,INACTIVE,,,INACTIVE,0.6041666666666666,,,0.0,0.4489795918367347,INACTIVE,INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,0.0
33,2010,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",,,INACTIVE,INACTIVE,,,INACTIVE,0.3958333333333333,,,1.0,0.5510204081632653,INACTIVE,INACTIVE,1.0,1.0,1.0,INACTIVE,1.0,1.0
34,2010,ACS5YR,Employment,"Under 6 Years, Living with Two Parents",14.0,104.0,INACTIVE,INACTIVE,77.0,21.0,INACTIVE,20.0,173.0,69.0,3.0,164.0,INACTIVE,INACTIVE,16.0,51.0,101.0,INACTIVE,101.0,0.0
35,2010,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",0.0,0.0,INACTIVE,INACTIVE,1.0,0.7619047619047619,INACTIVE,1.0,0.0,1.0,1.0,0.0,INACTIVE,INACTIVE,0.75,0.7450980392156863,0.1584158415841584,INACTIVE,0.0,
36,2010,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,0.0,0.0,0.0,0.0,0.8048780487804879,INACTIVE,INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,
37,2010,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",1.0,1.0,INACTIVE,INACTIVE,0.0,0.238095238095238,INACTIVE,0.0,1.0,0.0,0.0,0.1951219512195122,INACTIVE,INACTIVE,0.25,0.2549019607843137,0.8415841584158416,INACTIVE,1.0,
38,2010,ACS5YR,Employment,"Unemployment Rate, alternate",0.053670086819258,0.0268562401263823,INACTIVE,INACTIVE,0.0794362588084561,0.0811309157959434,INACTIVE,0.0804132973944294,0.0499211770888071,0.0527281063732232,0.0415584415584415,0.0759707371975239,INACTIVE,INACTIVE,0.0985507246376811,0.1262479871175523,0.0458333333333333,INACTIVE,0.0257601351351351,0.0258813029897367
39,2010,ACS5YR,Employment,Worked in place of residence,0.7781484570475397,0.7422723475355054,INACTIVE,INACTIVE,0.6777856635911994,0.7393075356415478,INACTIVE,0.8046836073741903,0.8837075417386299,0.8146176185866408,0.748191027496382,0.9015444015444016,INACTIVE,INACTIVE,0.8190045248868778,0.7197057684862563,0.7858326429163215,INACTIVE,0.8021534320323015,0.6981218506642235
40,2010,ACS5YR,Employment,Worked outside place of residence,0.2218515429524603,0.2577276524644946,INACTIVE,INACTIVE,0.3222143364088006,0.2606924643584521,INACTIVE,0.1953163926258096,0.1162924582613701,0.1853823814133591,0.2518089725036179,0.0984555984555984,INACTIVE,INACTIVE,0.1809954751131221,0.2802942315137437,0.2141673570836785,INACTIVE,0.1978465679676985,0.3018781493357764
41,2010,ACS5YR,Households,Average Family Household Size,2.306338028169014,2.683908045977012,INACTIVE,INACTIVE,2.7694524495677237,2.834101382488479,INACTIVE,2.507640067911715,2.668831168831169,2.945137157107232,2.5347222222222223,2.956953642384106,INACTIVE,INACTIVE,2.6447876447876446,2.7985865724381624,3.0210526315789474,INACTIVE,2.8892508143322475,2.6621923937360177
42,2010,ACS5YR,Households,Average Household Size,1.3105867346938775,1.560522986081822,INACTIVE,INACTIVE,2.1226611226611225,1.6564307966177123,INACTIVE,1.9895833333333333,1.8811141304347827,1.917487107360525,1.49734395750332,1.7848344880677445,INACTIVE,INACTIVE,1.6235632183908046,2.1781970649895177,1.9054726368159205,INACTIVE,1.9388379204892967,1.860890787065284
43,2010,ACS5YR,Households,Family Households,0.1811224489795918,0.2201602699283003,INACTIVE,INACTIVE,0.3607068607068607,0.2897196261682243,INACTIVE,0.360906862745098,0.3138586956521739,0.3759962494139709,0.1912350597609561,0.348729792147806,INACTIVE,INACTIVE,0.1860632183908045,0.2966457023060797,0.2100608070757324,INACTIVE,0.1877675840978593,0.2727272727272727
44,2010,ACS5YR,Households,Households,1568.0,2371.0,INACTIVE,INACTIVE,962.0,2247.0,INACTIVE,1632.0,1472.0,2133.0,1506.0,2598.0,INACTIVE,INACTIVE,1392.0,1908.0,1809.0,INACTIVE,1635.0,1639.0
45,2010,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.4005102040816326,0.32686630113876,INACTIVE,INACTIVE,0.1995841995841996,0.4908767245215843,INACTIVE,0.235906862745098,0.2235054347826087,0.3347398030942334,0.3426294820717131,0.5257890685142417,INACTIVE,INACTIVE,0.1875,0.2122641509433962,0.1050304035378662,INACTIVE,0.2299694189602446,0.1958511287370347
46,2010,ACS5YR,Households,"Households with Children, % of Total",0.0548469387755102,0.0830873049346267,INACTIVE,INACTIVE,0.1237006237006237,0.0716510903426791,INACTIVE,0.150735294117647,0.1141304347826086,0.1275199249882794,0.048472775564409,0.1285604311008468,INACTIVE,INACTIVE,0.0646551724137931,0.060796645702306,0.1066887783305693,INACTIVE,0.0801223241590214,0.0762660158633313
47,2010,ACS5YR,Households,Living in Group Quarters,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,0.0,0.0,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,INACTIVE,0.0,0.0
48,2010,ACS5YR,Households,Non-Family Households,0.8188775510204082,0.7798397300716997,INACTIVE,INACTIVE,0.6392931392931392,0.7102803738317757,INACTIVE,0.6390931372549019,0.686141304347826,0.6240037505860291,0.8087649402390438,0.651270207852194,INACTIVE,INACTIVE,0.8139367816091954,0.7033542976939203,0.7899391929242675,INACTIVE,0.8122324159021407,0.7272727272727273
49,2010,ACS5YR,Households,"Single Person Households, % of Total",0.7557397959183674,0.6651202024462253,INACTIVE,INACTIVE,0.4428274428274428,0.6372941700044504,INACTIVE,0.3590686274509804,0.4755434782608695,0.4842944210032817,0.6560424966799469,0.5615858352578906,INACTIVE,INACTIVE,0.6271551724137931,0.430293501048218,0.5140961857379768,INACTIVE,0.4813455657492355,0.5082367297132397
50,2010,ACS5YR,Housing,Median Year Moved In Owner,1998.9077669902915,1997.6492537313436,INACTIVE,INACTIVE,2000.8529411764705,1997.391304347826,INACTIVE,2003.8181818181815,2001.0,1992.626582278481,2000.8035714285716,2003.8942307692307,INACTIVE,INACTIVE,1995.1960784313728,2002.1979865771807,2005.1384615384616,INACTIVE,1998.3854166666667,2001.588785046729
51,2010,ACS5YR,Housing,Median Year Moved In Renter,2003.845419847328,2005.1141732283463,INACTIVE,INACTIVE,2005.031722054381,2004.875601926164,INACTIVE,1999.4520547945208,2003.3617747440276,2005.1103752759384,2005.122448979592,2002.627970749543,INACTIVE,INACTIVE,2005.0718432510885,2005.0241199478487,2005.08849009901,INACTIVE,2003.055555555556,2004.966517857143
52,2010,ACS5YR,Housing,Median Year Structure Built,1975.5,1939.0,INACTIVE,INACTIVE,1939.0,1972.5684210526315,INACTIVE,1939.0,1939.0,1980.858310626703,1966.2244897959183,1977.7754532775448,INACTIVE,INACTIVE,1939.0,1939.0,1939.0,INACTIVE,1939.0,1939.0
53,2010,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing",0.0,0.0,INACTIVE,INACTIVE,0.0,0.0835430296930045,INACTIVE,0.0427852348993288,0.0178282009724473,0.0564516129032258,0.090339892665474,0.0304293455606502,INACTIVE,INACTIVE,0.0789679437060203,0.0,0.0122199592668024,INACTIVE,0.0193798449612403,0.0066815144766146
54,2010,ACS5YR,Housing,Owner Occupied,0.3169642857142857,0.2408266554196541,INACTIVE,INACTIVE,0.3336798336798336,0.1157098353360035,INACTIVE,0.2696078431372549,0.1616847826086956,0.244256915142991,0.2576361221779548,0.0765973826020015,INACTIVE,INACTIVE,0.0811781609195402,0.2154088050314465,0.1857379767827529,INACTIVE,0.2110091743119266,0.1781574130567419
55,2010,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,591.0,904.0,INACTIVE,INACTIVE,280.0,1501.0,INACTIVE,544.0,429.0,1231.0,698.0,2050.0,INACTIVE,INACTIVE,497.0,587.0,558.0,INACTIVE,409.0,486.0
56,2010,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,480.0,845.0,INACTIVE,INACTIVE,361.0,398.0,INACTIVE,648.0,780.0,243.0,390.0,264.0,INACTIVE,INACTIVE,706.0,910.0,905.0,INACTIVE,856.0,800.0
57,2010,ACS5YR,Housing,Renter Occupied,0.6830357142857143,0.7591733445803458,INACTIVE,INACTIVE,0.6663201663201663,0.8842901646639965,INACTIVE,0.7303921568627451,0.8383152173913043,0.7557430848570089,0.7423638778220452,0.9234026173979984,INACTIVE,INACTIVE,0.9188218390804598,0.7845911949685535,0.814262023217247,INACTIVE,0.7889908256880734,0.8218425869432581
58,2010,ACS5YR,Housing,Total Number of Units,1798.0,2581.0,INACTIVE,INACTIVE,1046.0,2444.0,INACTIVE,1849.0,1624.0,2319.0,1690.0,2929.0,INACTIVE,INACTIVE,1580.0,2165.0,1978.0,INACTIVE,1723.0,1912.0
59,2010,ACS5YR,Housing,Total Vacant Units,230.0,210.0,INACTIVE,INACTIVE,84.0,197.0,INACTIVE,217.0,152.0,186.0,184.0,331.0,INACTIVE,INACTIVE,188.0,257.0,169.0,INACTIVE,88.0,273.0
60,2010,ACS5YR,Housing,Vacancy Rate,0.1279199110122358,0.0813638124757845,INACTIVE,INACTIVE,0.0803059273422562,0.0806055646481178,INACTIVE,0.1173607355327203,0.0935960591133004,0.0802069857697283,0.1088757396449704,0.1130078525093888,INACTIVE,INACTIVE,0.1189873417721519,0.1187066974595843,0.0854398382204246,INACTIVE,0.0510737086477074,0.1427824267782426
61,2010,ACS5YR,Housing Prices,Contract Rent 100 to 149,0.0,0.0,INACTIVE,INACTIVE,0.0,0.0,INACTIVE,30.0,0.0,0.0,0.0,23.0,INACTIVE,INACTIVE,0.0,15.0,0.0,INACTIVE,0.0,0.0
62,2010,ACS5YR,Housing Prices,Contract Rent 1000 to 1249,156.0,276.0,INACTIVE,INACTIVE,101.0,105.0,INACTIVE,161.0,214.0,115.0,353.0,47.0,INACTIVE,INACTIVE,293.0,264.0,200.0,INACTIVE,126.0,195.0
