tractid,neighborhood,year
15800,Western Addition/Fillmore Community Boundary,2000
15900,Western Addition/Fillmore Community Boundary,2000
16000,Western Addition/Fillmore Community Boundary,2000
16100,Western Addition/Fillmore Community Boundary,2000
16200,Western Addition/Fillmore Community Boundary,2000
16300,Western Addition/Fillmore Community Boundary,2000
16400,Western Addition/Fillmore Community Boundary,2000
16500,Western Addition/Fillmore Community Boundary,2000
16700,Western Addition/Fillmore Community Boundary,2000
16800,Western Addition/Fillmore Community Boundary,2000
15100,Western Addition/Fillmore Community Boundary,2010
15200,Western Addition/Fillmore Community Boundary,2010
15300,Western Addition/Fillmore Community Boundary,2010
15400,Western Addition/Fillmore Community Boundary,2010
15500,Western Addition/Fillmore Community Boundary,2010
15700,Western Addition/Fillmore Community Boundary,2010
15801,Western Addition/Fillmore Community Boundary,2010
15802,Western Addition/Fillmore Community Boundary,2010
15900,Western Addition/Fillmore Community Boundary,2010
16000,Western Addition/Fillmore Community Boundary,2010
16100,Western Addition/Fillmore Community Boundary,2010
16200,Western Addition/Fillmore Community Boundary,2010
16300,Western Addition/Fillmore Community Boundary,2010
16400,Western Addition/Fillmore Community Boundary,2010
16500,Western Addition/Fillmore Community Boundary,2010
16700,Western Addition/Fillmore Community Boundary,2010
16801,Western Addition/Fillmore Community Boundary,2010
16802,Western Addition/Fillmore Community Boundary,2010
15100,Western Addition/Fillmore Community Boundary,2020
15201,Western Addition/Fillmore Community Boundary,2020
15202,Western Addition/Fillmore Community Boundary,2020
15300,Western Addition/Fillmore Community Boundary,2020
15401,Western Addition/Fillmore Community Boundary,2020
15402,Western Addition/Fillmore Community Boundary,2020
15500,Western Addition/Fillmore Community Boundary,2020
15701,Western Addition/Fillmore Community Boundary,2020
15702,Western Addition/Fillmore Community Boundary,2020
15801,Western Addition/Fillmore Community Boundary,2020
15802,Western Addition/Fillmore Community Boundary,2020
15900,Western Addition/Fillmore Community Boundary,2020
16000,Western Addition/Fillmore Community Boundary,2020
16101,Western Addition/Fillmore Community Boundary,2020
16102,Western Addition/Fillmore Community Boundary,2020
16200,Western Addition/Fillmore Community Boundary,2020
16300,Western Addition/Fillmore Community Boundary,2020
16400,Western Addition/Fillmore Community Boundary,2020
16500,Western Addition/Fillmore Community Boundary,2020
16700,Western Addition/Fillmore Community Boundary,2020
16801,Western Addition/Fillmore Community Boundary,2020
16802,Western Addition/Fillmore Community Boundary,2020
15300,Japantown,2000
15200,Japantown,2000
15500,Japantown,2000
15800,Japantown,2000
15900,Japantown,2000
16100,Japantown,2000
15300,Japantown,2010
15200,Japantown,2010
15500,Japantown,2010
15801,Japantown,2010
15802,Japantown,2010
15900,Japantown,2010
16100,Japantown,2010
15300,Japantown,2020
15201,Japantown,2020
15202,Japantown,2020
15500,Japantown,2020
15801,Japantown,2020
15802,Japantown,2020
15900,Japantown,2020
16101,Japantown,2020
16102,Japantown,2020
