Category,Attribute,San Francisco,Bayview - District 10,Bayview Hunters Point,Bernal Heights,Castro/Upper Market,Chinatown,Excelsior,Farallon Islands,Financial District/South Beach,Glen Park,Golden Gate Park,Haight Ashbury,Hayes Valley,Inner Richmond,Inner Sunset,Japantown,Lakeshore,Lincoln Park,Lone Mountain/USF,Marina,McLaren Park,Mission,Mission Bay,Nob Hill,Noe Valley,North Beach,Ocean Beach,Oceanview/Merced/Ingleside,Outer Mission,Outer Richmond,Pacific Heights,Portola,Potrero Hill,Presidio,Presidio Heights,Russian Hill,Seacliff,South of Market,Sunset/Parkside,Tenderloin,Treasure Island,Twin Peaks,Visitacion Valley,West of Twin Peaks,Western Addition,Western Addition/Fillmore Community Boundary,Western Addition/Fillmore Community Boundary Subarea
Age,0-2 Years,0.5470185194379623,0.5100775193798449,0.5055608516047029,0.5183879093198992,0.6395193591455274,0.6552462526766595,0.45848977889027953,,0.7200811359026369,0.6490683229813664,,0.6818642350557245,0.502283105022831,0.4714686623012161,0.5593112244897959,0.5715725806451613,0.6629464285714286,,0.6421052631578947,0.6242905788876277,,0.5717795717795717,0.8047808764940239,0.3799654576856649,0.6666666666666666,0.5576208178438662,,0.3172338090010977,0.49003436426116836,0.5745229499742135,0.5726072607260726,0.5,0.5487646293888166,0.6511627906976745,0.5827338129496403,0.6858789625360231,0.5126050420168067,0.5933503836317136,0.5367381353890629,0.6577896138482024,0.7702702702702703,0.5223214285714286,0.45375972342264476,0.46897810218978103,0.6578947368421053,0.548431105047749,0.6578947368421053
Age,0-4 Years,0.04403381492209793,0.0683453237410072,0.07768941969432702,0.0672026881075243,0.032243392126143425,0.027351654807755074,0.050294192888206704,,0.034582549558674576,0.06809905316824472,,0.04719696097617129,0.021296903895484103,0.045185891325071496,0.04948530787946846,0.03756283933239493,0.028367706815916584,,0.05010124763211183,0.03637353167944125,,0.044551731482631925,0.04161140583554376,0.01791503865657993,0.05202960305001121,0.020465116279069766,,0.02468285170023913,0.05797571600704421,0.03761817226890756,0.048701016595707705,0.06984761773426187,0.05607171964140179,0.06668994413407821,0.03687473279179136,0.034048257372654156,0.04699958036088964,0.02129767211490837,0.04613764592704298,0.026490602721970187,0.03562831006259028,0.050417902399568615,0.056706224809673085,0.05068550062318238,0.03123864874682165,0.02882777198470629,0.03123864874682165
Age,18-34 Years,0.3029564563668388,0.24714021885939524,0.25154462411682976,0.2697307892315693,0.271289230302724,0.20014361250734383,0.229623944742901,,0.3634785125162784,0.19325078902646273,,0.4388166225394267,0.43041221738352325,0.30791229742612014,0.3398090960134756,0.3341242710637442,0.5104653837307368,,0.5029721079103795,0.43543924894553043,,0.38472461350041715,0.46966180371352784,0.3758832820683349,0.27755102040816326,0.3602536997885835,,0.29161431524338344,0.255955139493929,0.25131302521008403,0.37062299070292815,0.20085499551816866,0.2895680521597392,0.513268156424581,0.26838392475416845,0.35217158176943697,0.09735627360469996,0.34924467558197125,0.23389927458984425,0.3154569021386909,0.3490611458834858,0.13871663521164734,0.2205553067622033,0.1766791303143609,0.3231799076332313,0.3664190128606187,0.3231799076332313
Age,3-5 Years,0.45298148056203763,0.48992248062015503,0.4944391483952971,0.48161209068010075,0.3604806408544726,0.34475374732334046,0.5415102211097205,,0.2799188640973631,0.35093167701863354,,0.3181357649442756,0.4977168949771689,0.5285313376987839,0.4406887755102041,0.4284274193548387,0.33705357142857145,,0.35789473684210527,0.3757094211123723,,0.4282204282204282,0.1952191235059761,0.6200345423143351,0.3333333333333333,0.4423791821561338,,0.6827661909989023,0.5099656357388316,0.4254770500257865,0.4273927392739274,0.5,0.45123537061118335,0.3488372093023256,0.4172661870503597,0.31412103746397696,0.48739495798319327,0.40664961636828645,0.4632618646109371,0.3422103861517976,0.22972972972972974,0.47767857142857145,0.5462402765773552,0.531021897810219,0.34210526315789475,0.451568894952251,0.34210526315789475
Age,35-59 Years,0.37324039351690175,0.3629510184955484,0.33275194371360156,0.41837673506940276,0.5182190326982362,0.34884783602062797,0.3869276029675109,,0.42533642019968165,0.44306870599660114,,0.3659491193737769,0.386625305732864,0.36925643469971403,0.36481377503275314,0.3147395938065554,0.26588974929080733,,0.30596381213665164,0.3391083495850152,,0.3628924901045457,0.3260941644562334,0.33747609942638623,0.4522987216864768,0.33217758985200846,,0.34665423742552587,0.36407452034479565,0.40480567226890757,0.33252237379442173,0.36433841274219125,0.4339038304808476,0.2922486033519553,0.34587430525865753,0.3532975871313673,0.40159462861938733,0.3777860326894502,0.3675021450300304,0.378199935191186,0.4126143476167549,0.43394445942302506,0.368730407523511,0.41620274200249274,0.32644906854859634,0.34254431699687177,0.32644906854859634
Age,5-17 Years,0.09083093427881692,0.1604922958185176,0.18485233689064948,0.1062042481699268,0.03664021832516299,0.07631046412951237,0.1365310821181888,,0.020257560410939082,0.06834183054139355,,0.05208932888223783,0.04378691165065919,0.08603431839847474,0.06618004866180048,0.057912728735169915,0.052901939737790386,,0.041413547586387094,0.03084040092521203,,0.07756616198370578,0.035974801061007956,0.04065175825089368,0.0707333482843687,0.05970401691331924,,0.1470027965792567,0.11683195847622578,0.1130733543417367,0.040924493874359195,0.14452182307108874,0.0951915240423798,0.09741620111731844,0.1039974348011971,0.049276139410187665,0.17582878724297105,0.054049034175334326,0.1190556667793349,0.05200907323395982,0.13914299470389985,0.06861687786465355,0.18176220331392745,0.12951114804043762,0.06460484666078564,0.05031282586027112,0.06460484666078564
Age,60 and older,0.18893840091534458,0.16107114308553158,0.15316167558459218,0.13848553942157688,0.14160812654773336,0.3473464325347608,0.19662317728319265,,0.15634495731442627,0.22723962126729788,,0.09594796822838725,0.11787866133746942,0.19161105815061963,0.17971177241250233,0.2556605670621355,0.1423752204247489,,0.09954928473446992,0.1582384688648011,,0.13026500292869947,0.126657824933687,0.22807382159780532,0.14738730657098004,0.22739957716701903,,0.19004579905159485,0.20516266567800537,0.19318977591036415,0.2072291250325832,0.22043715093428945,0.12526487367563163,0.03037709497206704,0.24486960239418554,0.21120643431635389,0.278220730172052,0.1976225854383358,0.23340526767374745,0.22784348671419313,0.06355320173326914,0.30830412510110544,0.17224585759068517,0.2269214790195264,0.2545275284105651,0.21189607229753216,0.2545275284105651
Age,Under 18 Years,105626.0,16604.0,8881.0,4335.0,1363.0,1588.0,7303.0,0.0,710.0,1124.0,0.0,1667.0,1066.0,2753.0,3090.0,2374.0,993.0,0.0,1401.0,1482.0,0.0,6880.0,468.0,1409.0,2737.0,948.0,0.0,4134.0,3772.0,6886.0,2063.0,3109.0,1856.0,470.0,1318.0,1554.0,531.0,1217.0,12577.0,1929.0,363.0,747.0,4260.0,6506.0,1847.0,3618.0,1847.0
Age,Under 6 Years,40282.0,5805.0,3147.0,1985.0,749.0,467.0,2397.0,0.0,493.0,644.0,0.0,987.0,438.0,1069.0,1568.0,992.0,448.0,0.0,855.0,881.0,0.0,2849.0,251.0,579.0,1290.0,269.0,0.0,911.0,1455.0,1939.0,1212.0,1174.0,769.0,215.0,417.0,694.0,119.0,391.0,4151.0,751.0,74.0,448.0,1157.0,2192.0,646.0,1466.0,646.0
Educational Attainment,College Degree or higher,0.5124188366490302,0.2838620239745576,0.17134632627058657,0.5148472319175214,0.7403530609935498,0.15015896307165566,0.23787033061399743,,0.6970581084366643,0.669481302774427,,0.7182269503546099,0.6000288059916462,0.5616343924296547,0.694814198557959,0.5470430107526881,0.5332382310984308,,0.6613173181057399,0.7948917614078804,,0.47759965238868435,0.7059424137226874,0.5305970888206754,0.7403830324315426,0.538422903063787,,0.32558139534883723,0.2966643458446737,0.5206424581005586,0.7850002589734293,0.23655397618132923,0.6974798489950005,0.8527204502814258,0.7404631240797751,0.6110559417411453,0.7900943396226415,0.38845635574187753,0.4582602903022229,0.2583748929524961,0.3427362482369535,0.5717900063251107,0.1454390451832907,0.6309231436001156,0.5350485188968335,0.5734110756404506,0.5350485188968335
